Student_ID,Age,Age_Group,Gender,Academic_Level,Country,Relationship_Status,Vulnerable_Group,Most_Used_Platform,Platform_Type,Avg_Daily_Usage_Hours,Usage_Intensity,Usage_Duration_Category,Addicted_Score,Addiction_Level,High_Risk_Addiction,Mental_Health_Score,Mental_Health_Category,Mental_Health_Detail,Sleep_Hours_Per_Night,Sleep_Quality,Sleep_Quality_Detail,Conflicts_Over_Social_Media,Conflict_Level,Academic_Impact_Label
356,22,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,5.2,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.0,Cukup,Cukup (6-7h),3,Sedang,Terdampak
357,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,7.1,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),5.2,Kurang,Kurang (5-6h),4,Sedang,Terdampak
358,21,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,5.9,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.3,Cukup,Cukup (6-7h),3,Sedang,Terdampak
359,20,20-22 (Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.2,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
360,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,5.0,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.2,Baik,Baik (7-9h),3,Sedang,Terdampak
361,19,16-19 (Sangat Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.8,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.1,Baik,Baik (7-9h),3,Sedang,Terdampak
362,21,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.6,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
363,20,20-22 (Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,4.5,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),3,Sedang,Terdampak
364,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,6.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.1,Cukup,Cukup (6-7h),4,Sedang,Terdampak
365,19,16-19 (Sangat Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.5,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
366,21,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,5.1,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.1,Baik,Baik (7-9h),3,Sedang,Terdampak
367,20,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,7.2,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),5.1,Kurang,Kurang (5-6h),4,Sedang,Terdampak
368,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,6.0,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.2,Cukup,Cukup (6-7h),3,Sedang,Terdampak
369,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.1,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
370,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,4.9,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.3,Baik,Baik (7-9h),3,Sedang,Terdampak
371,20,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,4.7,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.2,Baik,Baik (7-9h),3,Sedang,Terdampak
372,22,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.5,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
373,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),3,Sedang,Terdampak
374,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,6.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.0,Kurang,Kurang (5-6h),4,Sedang,Terdampak
375,20,20-22 (Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.4,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
376,22,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,5.0,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.2,Baik,Baik (7-9h),3,Sedang,Terdampak
377,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,7.3,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),5.0,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
378,21,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,6.1,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.1,Cukup,Cukup (6-7h),3,Sedang,Terdampak
379,20,20-22 (Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,4.0,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.0,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
380,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,4.8,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.4,Baik,Baik (7-9h),3,Sedang,Terdampak
381,19,16-19 (Sangat Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.6,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.3,Baik,Baik (7-9h),3,Sedang,Terdampak
382,21,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.4,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
383,20,20-22 (Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,4.3,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.6,Baik,Baik (7-9h),3,Sedang,Terdampak
384,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,6.4,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.9,Kurang,Kurang (5-6h),4,Sedang,Terdampak
385,19,16-19 (Sangat Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.3,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
386,21,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,4.9,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.3,Baik,Baik (7-9h),3,Sedang,Terdampak
387,20,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,7.4,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),4.9,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
388,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,6.2,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.0,Kurang,Kurang (5-6h),3,Sedang,Terdampak
389,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,3.9,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
390,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,4.7,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.5,Baik,Baik (7-9h),3,Sedang,Terdampak
391,20,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,4.5,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.4,Baik,Baik (7-9h),3,Sedang,Terdampak
392,22,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.3,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
393,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.2,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.7,Baik,Baik (7-9h),3,Sedang,Terdampak
394,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,6.5,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.8,Kurang,Kurang (5-6h),4,Sedang,Terdampak
395,20,20-22 (Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.2,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
396,22,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,4.8,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.4,Baik,Baik (7-9h),3,Sedang,Terdampak
397,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,7.5,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),4.8,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
398,21,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,6.3,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.9,Kurang,Kurang (5-6h),3,Sedang,Terdampak
399,20,20-22 (Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,3.8,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
400,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,4.6,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.6,Baik,Baik (7-9h),3,Sedang,Terdampak
401,19,16-19 (Sangat Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.4,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.5,Baik,Baik (7-9h),3,Sedang,Terdampak
402,21,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.2,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
403,20,20-22 (Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,4.1,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.8,Baik,Baik (7-9h),3,Sedang,Terdampak
404,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,6.6,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.7,Kurang,Kurang (5-6h),4,Sedang,Terdampak
405,19,16-19 (Sangat Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.1,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
406,21,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,4.7,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.5,Baik,Baik (7-9h),3,Sedang,Terdampak
407,20,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,7.6,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),4.7,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
408,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,6.4,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.8,Kurang,Kurang (5-6h),3,Sedang,Terdampak
409,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,3.7,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
410,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,4.5,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.7,Baik,Baik (7-9h),3,Sedang,Terdampak
411,20,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,4.3,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.6,Baik,Baik (7-9h),3,Sedang,Terdampak
412,22,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.1,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
413,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.0,Sedang,Penggunaan Rendah (≤4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.9,Baik,Baik (7-9h),3,Sedang,Terdampak
414,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,6.7,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.6,Kurang,Kurang (5-6h),4,Sedang,Terdampak
415,20,20-22 (Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.0,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
416,22,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,4.6,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.6,Baik,Baik (7-9h),3,Sedang,Terdampak
417,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,7.7,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),4.6,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
418,21,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,6.5,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.7,Kurang,Kurang (5-6h),3,Sedang,Terdampak
419,20,20-22 (Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,3.6,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
420,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,4.4,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.8,Baik,Baik (7-9h),3,Sedang,Terdampak
421,19,16-19 (Sangat Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.2,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.7,Baik,Baik (7-9h),3,Sedang,Terdampak
422,21,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,3.0,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
423,20,20-22 (Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,3.9,Sedang,Penggunaan Rendah (≤4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.0,Baik,Baik (7-9h),3,Sedang,Terdampak
424,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,6.8,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.5,Kurang,Kurang (5-6h),4,Sedang,Terdampak
425,19,16-19 (Sangat Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,2.9,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
426,21,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,4.5,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.7,Baik,Baik (7-9h),3,Sedang,Terdampak
427,20,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,7.8,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),4.5,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
428,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,6.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.6,Kurang,Kurang (5-6h),3,Sedang,Terdampak
429,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,3.5,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
430,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,4.3,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.9,Baik,Baik (7-9h),3,Sedang,Terdampak
431,20,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,4.1,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.8,Baik,Baik (7-9h),3,Sedang,Terdampak
432,22,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,2.9,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
433,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.8,Sedang,Penggunaan Rendah (≤4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.1,Baik,Baik (7-9h),3,Sedang,Terdampak
434,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,6.9,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.4,Kurang,Kurang (5-6h),4,Sedang,Terdampak
435,20,20-22 (Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,2.8,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.0,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
436,22,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,4.4,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.8,Baik,Baik (7-9h),3,Sedang,Terdampak
437,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,7.9,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),4.4,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
438,21,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,6.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.5,Kurang,Kurang (5-6h),3,Sedang,Terdampak
439,20,20-22 (Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,3.4,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.6,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
440,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,4.2,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.0,Baik,Baik (7-9h),3,Sedang,Terdampak
441,19,16-19 (Sangat Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,4.0,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.9,Baik,Baik (7-9h),3,Sedang,Terdampak
442,21,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,2.8,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.0,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
443,20,20-22 (Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,3.7,Sedang,Penggunaan Rendah (≤4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.2,Baik,Baik (7-9h),3,Sedang,Terdampak
444,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,7.0,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.3,Kurang,Kurang (5-6h),4,Sedang,Terdampak
445,19,16-19 (Sangat Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,2.7,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.1,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
446,21,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,4.3,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.9,Baik,Baik (7-9h),3,Sedang,Terdampak
